mbd_nearest_1,mbd_nearest_2,mbd_nearest_3,mbd_nearest_4,mbd_nearest_5,cfips
17141,17111,17177,55025,55055,55105
55019,55035,55033,55129,55099,55107
55091,55005,27025,27037,27123,55109
55081,55123,55001,55077,55025,55111
55119,55031,55007,55051,55003,55113
55073,55139,55009,55097,55067,55115
55009,26105,55079,26127,55039,55117
55141,55113,55035,55073,55017,55119
27055,55081,27157,55091,27169,55121
55053,55111,55057,19005,27055,55123
55067,55037,55069,55099,26071,55125
55131,55025,17089,17201,17007,55127
27025,55007,27115,55095,55107,55129
55015,55079,55047,55055,55089,55131
17111,55101,55089,55105,55079,55133
55047,55009,55015,55078,55139,55135
55039,55021,55087,55135,55139,55137
55027,55009,55077,55135,55137,55139
55135,55137,55081,55053,55057,55141
8123,31007,56009,56015,8057,56001
30095,30111,56029,56019,30009,56003
30011,56027,46081,30075,56009,56005
56009,56031,8069,8081,56037,56007
31165,56001,56019,56015,56005,56009
46093,46063,46033,30075,30011,56011
56023,56039,56029,56003,56037,56013
31123,31105,56027,31013,56021,56015
56033,56039,56035,56025,56019,56017
30003,56045,56017,56009,56003,56019
8087,31157,8069,56001,56031,56021
49057,16005,56041,49005,16041,56023
56031,56001,56005,56017,56013,56025
31013,31045,56031,56015,46033,56027
16043,16081,30097,30095,30067,56029
31105,31007,56027,31157,31165,56031
30111,30103,30087,56005,30075,56033
56017,16019,16081,56037,56039,56035
49043,49047,56023,56007,56013,56037
16033,16051,30067,56035,16019,56039
49051,49013,49005,49057,56023,56041
56005,30003,56029,56025,56013,56043
46019,46103,56009,46047,46033,56045
